source,source_location,target,target_location,source_coordinates,target_coordinates
0,Hanover,1,Hamburg,"(9.7385532, 52.3744779)","(10.000654, 53.550341)"
0,Hanover,2,Munich,"(9.7385532, 52.3744779)","(11.5753822, 48.1371079)"
0,Hanover,3,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
0,Hanover,4,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
0,Hanover,5,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
0,Hanover,6,Bremen,"(9.7385532, 52.3744779)","(8.8071646, 53.0758196)"
0,Hanover,7,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
0,Hanover,8,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
0,Hanover,9,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
0,Hanover,10,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
0,Hanover,11,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
0,Hanover,12,Munich,"(9.7385532, 52.3744779)","(11.5753822, 48.1371079)"
0,Hanover,13,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
0,Hanover,14,Munich,"(9.7385532, 52.3744779)","(11.5753822, 48.1371079)"
0,Hanover,15,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
0,Hanover,16,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
0,Hanover,17,Frankfurt,"(9.7385532, 52.3744779)","(8.6820917, 50.1106444)"
0,Hanover,18,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
0,Hanover,21,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
0,Hanover,26,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
0,Hanover,29,Bremen,"(9.7385532, 52.3744779)","(8.8071646, 53.0758196)"
0,Hanover,31,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
0,Hanover,32,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
0,Hanover,33,Dresden,"(9.7385532, 52.3744779)","(13.7381437, 51.0493286)"
0,Hanover,35,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
0,Hanover,37,Dresden,"(9.7385532, 52.3744779)","(13.7381437, 51.0493286)"
0,Hanover,38,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
0,Hanover,40,Hamburg,"(9.7385532, 52.3744779)","(10.000654, 53.550341)"
0,Hanover,46,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
0,Hanover,52,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
0,Hanover,60,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
0,Hanover,83,Munich,"(9.7385532, 52.3744779)","(11.5753822, 48.1371079)"
0,Hanover,88,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
0,Hanover,93,Frankfurt,"(9.7385532, 52.3744779)","(8.6820917, 50.1106444)"
0,Hanover,97,Munich,"(9.7385532, 52.3744779)","(11.5753822, 48.1371079)"
1,Hamburg,8,Hanover,"(10.000654, 53.550341)","(9.7385532, 52.3744779)"
1,Hamburg,9,Stuttgart,"(10.000654, 53.550341)","(9.1800132, 48.7784485)"
1,Hamburg,10,Hanover,"(10.000654, 53.550341)","(9.7385532, 52.3744779)"
