source,source_location,target,target_location,source_coordinates,target_coordinates
Berlin_0,Berlin,Hamburg_2,Hamburg,"(13.3888599, 52.5170365)","(10.000654, 53.550341)"
Berlin_1,Berlin,Hamburg_1,Hamburg,"(13.3888599, 52.5170365)","(10.000654, 53.550341)"
Berlin_1,Berlin,Hamburg_7,Hamburg,"(13.3888599, 52.5170365)","(10.000654, 53.550341)"
Berlin_3,Berlin,Hamburg_7,Hamburg,"(13.3888599, 52.5170365)","(10.000654, 53.550341)"
Berlin_4,Berlin,Hamburg_4,Hamburg,"(13.3888599, 52.5170365)","(10.000654, 53.550341)"
Hannover_0,Hannover,Leipzig_5,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_1,Hannover,Leipzig_2,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_1,Hannover,Leipzig_3,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_1,Hannover,Leipzig_6,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_1,Hannover,Leipzig_7,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_2,Hannover,Leipzig_3,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_3,Hannover,Leipzig_4,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_3,Hannover,Leipzig_2,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_4,Hannover,Leipzig_0,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_5,Hannover,Leipzig_0,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_6,Hannover,Leipzig_5,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_6,Hannover,Leipzig_2,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_6,Hannover,Leipzig_1,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_6,Hannover,Leipzig_0,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
Hannover_7,Hannover,Leipzig_6,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
