source,source_location,target,target_location,source_coordinates,target_coordinates
4,Edinburgh,5,Edinburgh,"(-3.1883749, 55.9533456)","(-3.1883749, 55.9533456)"
4,Edinburgh,6,Glasgow,"(-3.1883749, 55.9533456)","(-4.2501687, 55.861155)"
4,Edinburgh,9,Galway,"(-3.1883749, 55.9533456)","(-9.0490601, 53.2744122)"
4,Edinburgh,24,London,"(-3.1883749, 55.9533456)","(-0.1277653, 51.5074456)"
4,Edinburgh,30,London,"(-3.1883749, 55.9533456)","(-0.1277653, 51.5074456)"
4,Edinburgh,44,Glasgow,"(-3.1883749, 55.9533456)","(-4.2501687, 55.861155)"
4,Edinburgh,56,Aberdeen,"(-3.1883749, 55.9533456)","(-2.0928095, 57.1482429)"
4,Edinburgh,74,Cork,"(-3.1883749, 55.9533456)","(-8.4654674, 51.897077)"
4,Edinburgh,77,Dublin,"(-3.1883749, 55.9533456)","(-6.2605593, 53.3493795)"
5,Edinburgh,8,Galway,"(-3.1883749, 55.9533456)","(-9.0490601, 53.2744122)"
5,Edinburgh,53,Plymouth,"(-3.1883749, 55.9533456)","(-4.1424451, 50.3714122)"
6,Glasgow,9,Galway,"(-4.2501687, 55.861155)","(-9.0490601, 53.2744122)"
6,Glasgow,28,London,"(-4.2501687, 55.861155)","(-0.1277653, 51.5074456)"
6,Glasgow,37,Plymouth,"(-4.2501687, 55.861155)","(-4.1424451, 50.3714122)"
6,Glasgow,40,Galway,"(-4.2501687, 55.861155)","(-9.0490601, 53.2744122)"
6,Glasgow,47,Aberdeen,"(-4.2501687, 55.861155)","(-2.0928095, 57.1482429)"
6,Glasgow,51,Manchester,"(-4.2501687, 55.861155)","(-2.2451148, 53.4794892)"
6,Glasgow,59,London,"(-4.2501687, 55.861155)","(-0.1277653, 51.5074456)"
6,Glasgow,62,Galway,"(-4.2501687, 55.861155)","(-9.0490601, 53.2744122)"
6,Glasgow,84,London,"(-4.2501687, 55.861155)","(-0.1277653, 51.5074456)"
6,Glasgow,93,Galway,"(-4.2501687, 55.861155)","(-9.0490601, 53.2744122)"
8,Galway,30,London,"(-9.0490601, 53.2744122)","(-0.1277653, 51.5074456)"
8,Galway,76,Plymouth,"(-9.0490601, 53.2744122)","(-4.1424451, 50.3714122)"
8,Galway,83,Cork,"(-9.0490601, 53.2744122)","(-8.4654674, 51.897077)"
9,Galway,31,Edinburgh,"(-9.0490601, 53.2744122)","(-3.1883749, 55.9533456)"
15,Dublin,29,Galway,"(-6.2605593, 53.3493795)","(-9.0490601, 53.2744122)"
15,Dublin,45,Cork,"(-6.2605593, 53.3493795)","(-8.4654674, 51.897077)"
15,Dublin,84,London,"(-6.2605593, 53.3493795)","(-0.1277653, 51.5074456)"
16,Galway,23,Dublin,"(-9.0490601, 53.2744122)","(-6.2605593, 53.3493795)"
16,Galway,51,Manchester,"(-9.0490601, 53.2744122)","(-2.2451148, 53.4794892)"
16,Galway,61,London,"(-9.0490601, 53.2744122)","(-0.1277653, 51.5074456)"
19,Manchester,61,London,"(-2.2451148, 53.4794892)","(-0.1277653, 51.5074456)"
21,London,45,Cork,"(-0.1277653, 51.5074456)","(-8.4654674, 51.897077)"
23,Dublin,24,London,"(-6.2605593, 53.3493795)","(-0.1277653, 51.5074456)"
23,Dublin,37,Plymouth,"(-6.2605593, 53.3493795)","(-4.1424451, 50.3714122)"
23,Dublin,63,London,"(-6.2605593, 53.3493795)","(-0.1277653, 51.5074456)"
24,London,49,Aberdeen,"(-0.1277653, 51.5074456)","(-2.0928095, 57.1482429)"
24,London,63,London,"(-0.1277653, 51.5074456)","(-0.1277653, 51.5074456)"
24,London,66,Glasgow,"(-0.1277653, 51.5074456)","(-4.2501687, 55.861155)"
29,Galway,44,Glasgow,"(-9.0490601, 53.2744122)","(-4.2501687, 55.861155)"
29,Galway,54,Galway,"(-9.0490601, 53.2744122)","(-9.0490601, 53.2744122)"
31,Edinburgh,47,Aberdeen,"(-3.1883749, 55.9533456)","(-2.0928095, 57.1482429)"
40,Galway,54,Galway,"(-9.0490601, 53.2744122)","(-9.0490601, 53.2744122)"
40,Galway,74,Cork,"(-9.0490601, 53.2744122)","(-8.4654674, 51.897077)"
40,Galway,75,Manchester,"(-9.0490601, 53.2744122)","(-2.2451148, 53.4794892)"
61,London,87,Dublin,"(-0.1277653, 51.5074456)","(-6.2605593, 53.3493795)"
66,Glasgow,77,Dublin,"(-4.2501687, 55.861155)","(-6.2605593, 53.3493795)"
66,Glasgow,96,Edinburgh,"(-4.2501687, 55.861155)","(-3.1883749, 55.9533456)"
