source,source_location,target,target_location,source_coordinates,target_coordinates
0,Leipzig,1,Bremen,"(12.3747329, 51.3406321)","(8.8071646, 53.0758196)"
0,Leipzig,2,Bremen,"(12.3747329, 51.3406321)","(8.8071646, 53.0758196)"
0,Leipzig,3,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,4,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
0,Leipzig,5,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,6,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,7,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
0,Leipzig,8,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
0,Leipzig,9,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
0,Leipzig,10,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,12,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,13,Dresden,"(12.3747329, 51.3406321)","(13.7381437, 51.0493286)"
0,Leipzig,14,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,15,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,16,Berlin,"(12.3747329, 51.3406321)","(13.3888599, 52.5170365)"
0,Leipzig,19,Hamburg,"(12.3747329, 51.3406321)","(10.000654, 53.550341)"
0,Leipzig,20,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,22,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
0,Leipzig,25,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
0,Leipzig,27,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,30,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
0,Leipzig,34,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
0,Leipzig,35,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
0,Leipzig,36,Dresden,"(12.3747329, 51.3406321)","(13.7381437, 51.0493286)"
0,Leipzig,38,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
0,Leipzig,41,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
0,Leipzig,47,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,50,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
0,Leipzig,51,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
0,Leipzig,52,Bremen,"(12.3747329, 51.3406321)","(8.8071646, 53.0758196)"
0,Leipzig,58,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
0,Leipzig,63,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
0,Leipzig,67,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
0,Leipzig,68,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,69,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,79,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
0,Leipzig,84,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,86,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
1,Bremen,8,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
1,Bremen,9,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
1,Bremen,10,Munich,"(8.8071646, 53.0758196)","(11.5753822, 48.1371079)"
1,Bremen,16,Berlin,"(8.8071646, 53.0758196)","(13.3888599, 52.5170365)"
1,Bremen,23,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
1,Bremen,40,Cologne,"(8.8071646, 53.0758196)","(6.959974, 50.938361)"
1,Bremen,47,Munich,"(8.8071646, 53.0758196)","(11.5753822, 48.1371079)"
1,Bremen,90,Hanover,"(8.8071646, 53.0758196)","(9.7385532, 52.3744779)"
1,Bremen,95,Hanover,"(8.8071646, 53.0758196)","(9.7385532, 52.3744779)"
2,Bremen,7,Hanover,"(8.8071646, 53.0758196)","(9.7385532, 52.3744779)"
2,Bremen,8,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
2,Bremen,9,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
2,Bremen,11,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
2,Bremen,12,Munich,"(8.8071646, 53.0758196)","(11.5753822, 48.1371079)"
2,Bremen,14,Munich,"(8.8071646, 53.0758196)","(11.5753822, 48.1371079)"
2,Bremen,20,Munich,"(8.8071646, 53.0758196)","(11.5753822, 48.1371079)"
2,Bremen,26,Hanover,"(8.8071646, 53.0758196)","(9.7385532, 52.3744779)"
2,Bremen,33,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
2,Bremen,35,Hanover,"(8.8071646, 53.0758196)","(9.7385532, 52.3744779)"
2,Bremen,39,Dresden,"(8.8071646, 53.0758196)","(13.7381437, 51.0493286)"
2,Bremen,54,Dresden,"(8.8071646, 53.0758196)","(13.7381437, 51.0493286)"
2,Bremen,55,Hanover,"(8.8071646, 53.0758196)","(9.7385532, 52.3744779)"
2,Bremen,59,Munich,"(8.8071646, 53.0758196)","(11.5753822, 48.1371079)"
2,Bremen,74,Hanover,"(8.8071646, 53.0758196)","(9.7385532, 52.3744779)"
2,Bremen,77,Hanover,"(8.8071646, 53.0758196)","(9.7385532, 52.3744779)"
2,Bremen,86,Leipzig,"(8.8071646, 53.0758196)","(12.3747329, 51.3406321)"
2,Bremen,96,Cologne,"(8.8071646, 53.0758196)","(6.959974, 50.938361)"
2,Bremen,97,Dresden,"(8.8071646, 53.0758196)","(13.7381437, 51.0493286)"
2,Bremen,99,Hamburg,"(8.8071646, 53.0758196)","(10.000654, 53.550341)"
3,Munich,7,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
3,Munich,10,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
3,Munich,11,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
3,Munich,12,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
3,Munich,14,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
3,Munich,15,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
3,Munich,18,Leipzig,"(11.5753822, 48.1371079)","(12.3747329, 51.3406321)"
