source,source_location,target,target_location,source_coordinates,target_coordinates
0,Leipzig,1,Berlin,"(12.3747329, 51.3406321)","(13.3888599, 52.5170365)"
0,Leipzig,2,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
0,Leipzig,3,Hamburg,"(12.3747329, 51.3406321)","(10.000654, 53.550341)"
0,Leipzig,4,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
0,Leipzig,5,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
0,Leipzig,6,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
0,Leipzig,10,Berlin,"(12.3747329, 51.3406321)","(13.3888599, 52.5170365)"
0,Leipzig,11,Bremen,"(12.3747329, 51.3406321)","(8.8071646, 53.0758196)"
0,Leipzig,13,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,14,Frankfurt,"(12.3747329, 51.3406321)","(8.6820917, 50.1106444)"
0,Leipzig,16,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
0,Leipzig,18,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
0,Leipzig,21,Bremen,"(12.3747329, 51.3406321)","(8.8071646, 53.0758196)"
0,Leipzig,22,Bremen,"(12.3747329, 51.3406321)","(8.8071646, 53.0758196)"
0,Leipzig,24,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
0,Leipzig,28,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
0,Leipzig,35,Dresden,"(12.3747329, 51.3406321)","(13.7381437, 51.0493286)"
0,Leipzig,38,Berlin,"(12.3747329, 51.3406321)","(13.3888599, 52.5170365)"
0,Leipzig,39,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,46,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
0,Leipzig,57,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
0,Leipzig,59,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,60,Berlin,"(12.3747329, 51.3406321)","(13.3888599, 52.5170365)"
0,Leipzig,63,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
0,Leipzig,72,Dresden,"(12.3747329, 51.3406321)","(13.7381437, 51.0493286)"
0,Leipzig,74,Dresden,"(12.3747329, 51.3406321)","(13.7381437, 51.0493286)"
0,Leipzig,86,Bremen,"(12.3747329, 51.3406321)","(8.8071646, 53.0758196)"
0,Leipzig,95,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
1,Berlin,4,Hanover,"(13.3888599, 52.5170365)","(9.7385532, 52.3744779)"
1,Berlin,5,Hanover,"(13.3888599, 52.5170365)","(9.7385532, 52.3744779)"
1,Berlin,6,Stuttgart,"(13.3888599, 52.5170365)","(9.1800132, 48.7784485)"
1,Berlin,11,Bremen,"(13.3888599, 52.5170365)","(8.8071646, 53.0758196)"
1,Berlin,16,Leipzig,"(13.3888599, 52.5170365)","(12.3747329, 51.3406321)"
1,Berlin,50,Stuttgart,"(13.3888599, 52.5170365)","(9.1800132, 48.7784485)"
1,Berlin,80,Stuttgart,"(13.3888599, 52.5170365)","(9.1800132, 48.7784485)"
1,Berlin,87,Munich,"(13.3888599, 52.5170365)","(11.5753822, 48.1371079)"
1,Berlin,88,Berlin,"(13.3888599, 52.5170365)","(13.3888599, 52.5170365)"
2,Stuttgart,8,Frankfurt,"(9.1800132, 48.7784485)","(8.6820917, 50.1106444)"
2,Stuttgart,17,Leipzig,"(9.1800132, 48.7784485)","(12.3747329, 51.3406321)"
2,Stuttgart,38,Berlin,"(9.1800132, 48.7784485)","(13.3888599, 52.5170365)"
2,Stuttgart,66,Frankfurt,"(9.1800132, 48.7784485)","(8.6820917, 50.1106444)"
2,Stuttgart,69,Cologne,"(9.1800132, 48.7784485)","(6.959974, 50.938361)"
2,Stuttgart,75,Munich,"(9.1800132, 48.7784485)","(11.5753822, 48.1371079)"
2,Stuttgart,79,Bremen,"(9.1800132, 48.7784485)","(8.8071646, 53.0758196)"
3,Hamburg,4,Hanover,"(10.000654, 53.550341)","(9.7385532, 52.3744779)"
3,Hamburg,7,Stuttgart,"(10.000654, 53.550341)","(9.1800132, 48.7784485)"
3,Hamburg,9,Berlin,"(10.000654, 53.550341)","(13.3888599, 52.5170365)"
3,Hamburg,10,Berlin,"(10.000654, 53.550341)","(13.3888599, 52.5170365)"
3,Hamburg,14,Frankfurt,"(10.000654, 53.550341)","(8.6820917, 50.1106444)"
3,Hamburg,19,Munich,"(10.000654, 53.550341)","(11.5753822, 48.1371079)"
3,Hamburg,21,Bremen,"(10.000654, 53.550341)","(8.8071646, 53.0758196)"
3,Hamburg,25,Munich,"(10.000654, 53.550341)","(11.5753822, 48.1371079)"
3,Hamburg,31,Munich,"(10.000654, 53.550341)","(11.5753822, 48.1371079)"
3,Hamburg,73,Berlin,"(10.000654, 53.550341)","(13.3888599, 52.5170365)"
3,Hamburg,78,Hanover,"(10.000654, 53.550341)","(9.7385532, 52.3744779)"
3,Hamburg,82,Frankfurt,"(10.000654, 53.550341)","(8.6820917, 50.1106444)"
3,Hamburg,88,Berlin,"(10.000654, 53.550341)","(13.3888599, 52.5170365)"
3,Hamburg,93,Frankfurt,"(10.000654, 53.550341)","(8.6820917, 50.1106444)"
3,Hamburg,95,Stuttgart,"(10.000654, 53.550341)","(9.1800132, 48.7784485)"
4,Hanover,5,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
4,Hanover,6,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
4,Hanover,7,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
4,Hanover,8,Frankfurt,"(9.7385532, 52.3744779)","(8.6820917, 50.1106444)"
4,Hanover,9,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
4,Hanover,10,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
4,Hanover,11,Bremen,"(9.7385532, 52.3744779)","(8.8071646, 53.0758196)"
4,Hanover,17,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
4,Hanover,18,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
4,Hanover,19,Munich,"(9.7385532, 52.3744779)","(11.5753822, 48.1371079)"
4,Hanover,21,Bremen,"(9.7385532, 52.3744779)","(8.8071646, 53.0758196)"
4,Hanover,22,Bremen,"(9.7385532, 52.3744779)","(8.8071646, 53.0758196)"
4,Hanover,23,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
4,Hanover,26,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
4,Hanover,27,Bremen,"(9.7385532, 52.3744779)","(8.8071646, 53.0758196)"
4,Hanover,30,Munich,"(9.7385532, 52.3744779)","(11.5753822, 48.1371079)"
4,Hanover,31,Munich,"(9.7385532, 52.3744779)","(11.5753822, 48.1371079)"
4,Hanover,33,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
4,Hanover,47,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
4,Hanover,48,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
4,Hanover,49,Bremen,"(9.7385532, 52.3744779)","(8.8071646, 53.0758196)"
4,Hanover,50,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
4,Hanover,56,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
4,Hanover,59,Munich,"(9.7385532, 52.3744779)","(11.5753822, 48.1371079)"
4,Hanover,73,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
4,Hanover,81,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
4,Hanover,88,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
5,Hanover,7,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
5,Hanover,9,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
5,Hanover,12,Dresden,"(9.7385532, 52.3744779)","(13.7381437, 51.0493286)"
5,Hanover,13,Munich,"(9.7385532, 52.3744779)","(11.5753822, 48.1371079)"
5,Hanover,17,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
5,Hanover,29,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
5,Hanover,34,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
5,Hanover,37,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
