source,source_location,target,target_location,source_coordinates,target_coordinates
Madrid_1,Madrid,Lyon_5,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_1,Madrid,Marseille_4,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_5,Madrid,Lyon_10,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_5,Madrid,Lyon_2,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_9,Madrid,Lyon_0,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_9,Madrid,Lyon_7,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_11,Madrid,Marseille_6,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Barcelona_8,Barcelona,Paris_2,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Bilbao_5,Bilbao,Marseille_0,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_10,Bilbao,Marseille_9,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Berlin_1,Berlin,Krakow_1,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_5,Berlin,Danzig_8,Danzig,"(13.3888599, 52.5170365)","(18.6540233, 54.3482907)"
Berlin_8,Berlin,Wroclaw_5,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Hamburg_0,Hamburg,Wroclaw_1,Wroclaw,"(10.000654, 53.550341)","(17.0326689, 51.1089776)"
Hamburg_2,Hamburg,Wroclaw_6,Wroclaw,"(10.000654, 53.550341)","(17.0326689, 51.1089776)"
Hamburg_3,Hamburg,Wroclaw_0,Wroclaw,"(10.000654, 53.550341)","(17.0326689, 51.1089776)"
Hamburg_4,Hamburg,Krakow_3,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_7,Hamburg,Danzig_11,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_7,Hamburg,Krakow_8,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_10,Hamburg,Wroclaw_9,Wroclaw,"(10.000654, 53.550341)","(17.0326689, 51.1089776)"
Hamburg_11,Hamburg,Danzig_10,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Leipzig_0,Leipzig,Danzig_9,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
Leipzig_1,Leipzig,Wroclaw_11,Wroclaw,"(12.3747329, 51.3406321)","(17.0326689, 51.1089776)"
Leipzig_1,Leipzig,Krakow_3,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
Leipzig_3,Leipzig,Krakow_5,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
Leipzig_5,Leipzig,Danzig_8,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
Leipzig_5,Leipzig,Danzig_0,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
Leipzig_9,Leipzig,Krakow_7,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
Leipzig_10,Leipzig,Danzig_6,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
Leipzig_11,Leipzig,Wroclaw_10,Wroclaw,"(12.3747329, 51.3406321)","(17.0326689, 51.1089776)"
