source,source_location,target,target_location,source_coordinates,target_coordinates
1,Manchester,4,Manchester,"(-2.2451148, 53.4794892)","(-2.2451148, 53.4794892)"
2,London,12,Galway,"(-0.1277653, 51.5074456)","(-9.0490601, 53.2744122)"
2,London,16,Aberdeen,"(-0.1277653, 51.5074456)","(-2.0928095, 57.1482429)"
2,London,46,London,"(-0.1277653, 51.5074456)","(-0.1277653, 51.5074456)"
2,London,62,Edinburgh,"(-0.1277653, 51.5074456)","(-3.1883749, 55.9533456)"
2,London,99,Glasgow,"(-0.1277653, 51.5074456)","(-4.2501687, 55.861155)"
5,London,10,Galway,"(-0.1277653, 51.5074456)","(-9.0490601, 53.2744122)"
5,London,11,Cork,"(-0.1277653, 51.5074456)","(-8.4654674, 51.897077)"
5,London,34,Cork,"(-0.1277653, 51.5074456)","(-8.4654674, 51.897077)"
5,London,39,Cork,"(-0.1277653, 51.5074456)","(-8.4654674, 51.897077)"
5,London,59,Glasgow,"(-0.1277653, 51.5074456)","(-4.2501687, 55.861155)"
5,London,70,Glasgow,"(-0.1277653, 51.5074456)","(-4.2501687, 55.861155)"
10,Galway,84,London,"(-9.0490601, 53.2744122)","(-0.1277653, 51.5074456)"
11,Cork,49,Plymouth,"(-8.4654674, 51.897077)","(-4.1424451, 50.3714122)"
11,Cork,65,Plymouth,"(-8.4654674, 51.897077)","(-4.1424451, 50.3714122)"
12,Galway,18,Plymouth,"(-9.0490601, 53.2744122)","(-4.1424451, 50.3714122)"
12,Galway,57,Plymouth,"(-9.0490601, 53.2744122)","(-4.1424451, 50.3714122)"
12,Galway,82,Edinburgh,"(-9.0490601, 53.2744122)","(-3.1883749, 55.9533456)"
12,Galway,91,London,"(-9.0490601, 53.2744122)","(-0.1277653, 51.5074456)"
16,Aberdeen,40,London,"(-2.0928095, 57.1482429)","(-0.1277653, 51.5074456)"
16,Aberdeen,74,Manchester,"(-2.0928095, 57.1482429)","(-2.2451148, 53.4794892)"
20,Cork,27,Plymouth,"(-8.4654674, 51.897077)","(-4.1424451, 50.3714122)"
20,Cork,28,Glasgow,"(-8.4654674, 51.897077)","(-4.2501687, 55.861155)"
20,Cork,34,Cork,"(-8.4654674, 51.897077)","(-8.4654674, 51.897077)"
20,Cork,37,Manchester,"(-8.4654674, 51.897077)","(-2.2451148, 53.4794892)"
24,London,61,Plymouth,"(-0.1277653, 51.5074456)","(-4.1424451, 50.3714122)"
24,London,91,London,"(-0.1277653, 51.5074456)","(-0.1277653, 51.5074456)"
24,London,94,Dublin,"(-0.1277653, 51.5074456)","(-6.2605593, 53.3493795)"
28,Glasgow,49,Plymouth,"(-4.2501687, 55.861155)","(-4.1424451, 50.3714122)"
28,Glasgow,50,Cork,"(-4.2501687, 55.861155)","(-8.4654674, 51.897077)"
35,Galway,38,Dublin,"(-9.0490601, 53.2744122)","(-6.2605593, 53.3493795)"
35,Galway,76,Plymouth,"(-9.0490601, 53.2744122)","(-4.1424451, 50.3714122)"
40,London,90,Cork,"(-0.1277653, 51.5074456)","(-8.4654674, 51.897077)"
46,London,62,Edinburgh,"(-0.1277653, 51.5074456)","(-3.1883749, 55.9533456)"
46,London,94,Dublin,"(-0.1277653, 51.5074456)","(-6.2605593, 53.3493795)"
49,Plymouth,59,Glasgow,"(-4.1424451, 50.3714122)","(-4.2501687, 55.861155)"
50,Cork,90,Cork,"(-8.4654674, 51.897077)","(-8.4654674, 51.897077)"
51,Manchester,83,Dublin,"(-2.2451148, 53.4794892)","(-6.2605593, 53.3493795)"
57,Plymouth,70,Glasgow,"(-4.1424451, 50.3714122)","(-4.2501687, 55.861155)"
76,Plymouth,77,Dublin,"(-4.1424451, 50.3714122)","(-6.2605593, 53.3493795)"
94,Dublin,96,Manchester,"(-6.2605593, 53.3493795)","(-2.2451148, 53.4794892)"
94,Dublin,97,Plymouth,"(-6.2605593, 53.3493795)","(-4.1424451, 50.3714122)"
