source,source_location,target,target_location,source_coordinates,target_coordinates
0,Munich,1,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,2,Frankfurt,"(11.5753822, 48.1371079)","(8.6820917, 50.1106444)"
0,Munich,3,Dresden,"(11.5753822, 48.1371079)","(13.7381437, 51.0493286)"
0,Munich,4,Leipzig,"(11.5753822, 48.1371079)","(12.3747329, 51.3406321)"
0,Munich,5,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,6,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
0,Munich,7,Dresden,"(11.5753822, 48.1371079)","(13.7381437, 51.0493286)"
0,Munich,8,Cologne,"(11.5753822, 48.1371079)","(6.959974, 50.938361)"
0,Munich,9,Dresden,"(11.5753822, 48.1371079)","(13.7381437, 51.0493286)"
0,Munich,11,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,14,Cologne,"(11.5753822, 48.1371079)","(6.959974, 50.938361)"
0,Munich,19,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
0,Munich,27,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,28,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,31,Frankfurt,"(11.5753822, 48.1371079)","(8.6820917, 50.1106444)"
0,Munich,44,Bremen,"(11.5753822, 48.1371079)","(8.8071646, 53.0758196)"
0,Munich,60,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,70,Leipzig,"(11.5753822, 48.1371079)","(12.3747329, 51.3406321)"
0,Munich,71,Bremen,"(11.5753822, 48.1371079)","(8.8071646, 53.0758196)"
0,Munich,72,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
0,Munich,81,Leipzig,"(11.5753822, 48.1371079)","(12.3747329, 51.3406321)"
0,Munich,84,Berlin,"(11.5753822, 48.1371079)","(13.3888599, 52.5170365)"
0,Munich,87,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
0,Munich,90,Frankfurt,"(11.5753822, 48.1371079)","(8.6820917, 50.1106444)"
0,Munich,99,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
