source,source_location,target,target_location,source_coordinates,target_coordinates
Madrid_0,Madrid,Marseille_4,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_3,Madrid,Lyon_8,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_4,Madrid,Lyon_5,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_6,Madrid,Lyon_1,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_7,Madrid,Lyon_2,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_8,Madrid,Marseille_10,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Barcelona_0,Barcelona,Marseille_6,Marseille,"(2.1774322, 41.3828939)","(5.3699525, 43.2961743)"
Barcelona_1,Barcelona,Marseille_7,Marseille,"(2.1774322, 41.3828939)","(5.3699525, 43.2961743)"
Barcelona_3,Barcelona,Paris_0,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Barcelona_4,Barcelona,Marseille_4,Marseille,"(2.1774322, 41.3828939)","(5.3699525, 43.2961743)"
Barcelona_5,Barcelona,Lyon_4,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_5,Barcelona,Marseille_2,Marseille,"(2.1774322, 41.3828939)","(5.3699525, 43.2961743)"
Barcelona_6,Barcelona,Lyon_6,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_6,Barcelona,Paris_6,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Barcelona_8,Barcelona,Lyon_7,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_9,Barcelona,Marseille_8,Marseille,"(2.1774322, 41.3828939)","(5.3699525, 43.2961743)"
Barcelona_10,Barcelona,Lyon_0,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_11,Barcelona,Paris_8,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Barcelona_11,Barcelona,Paris_0,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
