source,source_location,target,target_location,source_coordinates,target_coordinates
0,Munich,1,Cologne,"(11.5753822, 48.1371079)","(6.959974, 50.938361)"
0,Munich,2,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
0,Munich,3,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,4,Leipzig,"(11.5753822, 48.1371079)","(12.3747329, 51.3406321)"
0,Munich,5,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,6,Bremen,"(11.5753822, 48.1371079)","(8.8071646, 53.0758196)"
0,Munich,7,Leipzig,"(11.5753822, 48.1371079)","(12.3747329, 51.3406321)"
0,Munich,8,Hamburg,"(11.5753822, 48.1371079)","(10.000654, 53.550341)"
0,Munich,10,Hamburg,"(11.5753822, 48.1371079)","(10.000654, 53.550341)"
0,Munich,11,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
0,Munich,13,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,14,Berlin,"(11.5753822, 48.1371079)","(13.3888599, 52.5170365)"
0,Munich,17,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
0,Munich,18,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
0,Munich,19,Dresden,"(11.5753822, 48.1371079)","(13.7381437, 51.0493286)"
0,Munich,20,Bremen,"(11.5753822, 48.1371079)","(8.8071646, 53.0758196)"
0,Munich,28,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
0,Munich,31,Cologne,"(11.5753822, 48.1371079)","(6.959974, 50.938361)"
0,Munich,35,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
0,Munich,37,Bremen,"(11.5753822, 48.1371079)","(8.8071646, 53.0758196)"
0,Munich,39,Cologne,"(11.5753822, 48.1371079)","(6.959974, 50.938361)"
0,Munich,40,Dresden,"(11.5753822, 48.1371079)","(13.7381437, 51.0493286)"
0,Munich,48,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,51,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,53,Berlin,"(11.5753822, 48.1371079)","(13.3888599, 52.5170365)"
0,Munich,57,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
0,Munich,62,Bremen,"(11.5753822, 48.1371079)","(8.8071646, 53.0758196)"
0,Munich,71,Cologne,"(11.5753822, 48.1371079)","(6.959974, 50.938361)"
0,Munich,89,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
1,Cologne,6,Bremen,"(6.959974, 50.938361)","(8.8071646, 53.0758196)"
1,Cologne,7,Leipzig,"(6.959974, 50.938361)","(12.3747329, 51.3406321)"
1,Cologne,9,Stuttgart,"(6.959974, 50.938361)","(9.1800132, 48.7784485)"
1,Cologne,10,Hamburg,"(6.959974, 50.938361)","(10.000654, 53.550341)"
1,Cologne,11,Hanover,"(6.959974, 50.938361)","(9.7385532, 52.3744779)"
1,Cologne,12,Cologne,"(6.959974, 50.938361)","(6.959974, 50.938361)"
1,Cologne,14,Berlin,"(6.959974, 50.938361)","(13.3888599, 52.5170365)"
1,Cologne,15,Bremen,"(6.959974, 50.938361)","(8.8071646, 53.0758196)"
1,Cologne,18,Munich,"(6.959974, 50.938361)","(11.5753822, 48.1371079)"
1,Cologne,21,Munich,"(6.959974, 50.938361)","(11.5753822, 48.1371079)"
1,Cologne,22,Hanover,"(6.959974, 50.938361)","(9.7385532, 52.3744779)"
1,Cologne,23,Leipzig,"(6.959974, 50.938361)","(12.3747329, 51.3406321)"
1,Cologne,24,Bremen,"(6.959974, 50.938361)","(8.8071646, 53.0758196)"
1,Cologne,25,Munich,"(6.959974, 50.938361)","(11.5753822, 48.1371079)"
1,Cologne,28,Munich,"(6.959974, 50.938361)","(11.5753822, 48.1371079)"
1,Cologne,29,Bremen,"(6.959974, 50.938361)","(8.8071646, 53.0758196)"
1,Cologne,30,Munich,"(6.959974, 50.938361)","(11.5753822, 48.1371079)"
1,Cologne,32,Dresden,"(6.959974, 50.938361)","(13.7381437, 51.0493286)"
1,Cologne,35,Hanover,"(6.959974, 50.938361)","(9.7385532, 52.3744779)"
1,Cologne,36,Cologne,"(6.959974, 50.938361)","(6.959974, 50.938361)"
1,Cologne,37,Bremen,"(6.959974, 50.938361)","(8.8071646, 53.0758196)"
1,Cologne,46,Leipzig,"(6.959974, 50.938361)","(12.3747329, 51.3406321)"
1,Cologne,73,Leipzig,"(6.959974, 50.938361)","(12.3747329, 51.3406321)"
1,Cologne,74,Munich,"(6.959974, 50.938361)","(11.5753822, 48.1371079)"
1,Cologne,83,Bremen,"(6.959974, 50.938361)","(8.8071646, 53.0758196)"
1,Cologne,89,Hanover,"(6.959974, 50.938361)","(9.7385532, 52.3744779)"
2,Hanover,63,Cologne,"(9.7385532, 52.3744779)","(6.959974, 50.938361)"
3,Stuttgart,6,Bremen,"(9.1800132, 48.7784485)","(8.8071646, 53.0758196)"
3,Stuttgart,7,Leipzig,"(9.1800132, 48.7784485)","(12.3747329, 51.3406321)"
3,Stuttgart,8,Hamburg,"(9.1800132, 48.7784485)","(10.000654, 53.550341)"
3,Stuttgart,9,Stuttgart,"(9.1800132, 48.7784485)","(9.1800132, 48.7784485)"
3,Stuttgart,19,Dresden,"(9.1800132, 48.7784485)","(13.7381437, 51.0493286)"
3,Stuttgart,20,Bremen,"(9.1800132, 48.7784485)","(8.8071646, 53.0758196)"
3,Stuttgart,27,Hanover,"(9.1800132, 48.7784485)","(9.7385532, 52.3744779)"
3,Stuttgart,28,Munich,"(9.1800132, 48.7784485)","(11.5753822, 48.1371079)"
3,Stuttgart,31,Cologne,"(9.1800132, 48.7784485)","(6.959974, 50.938361)"
3,Stuttgart,32,Dresden,"(9.1800132, 48.7784485)","(13.7381437, 51.0493286)"
3,Stuttgart,42,Leipzig,"(9.1800132, 48.7784485)","(12.3747329, 51.3406321)"
3,Stuttgart,50,Hanover,"(9.1800132, 48.7784485)","(9.7385532, 52.3744779)"
3,Stuttgart,51,Stuttgart,"(9.1800132, 48.7784485)","(9.1800132, 48.7784485)"
3,Stuttgart,66,Dresden,"(9.1800132, 48.7784485)","(13.7381437, 51.0493286)"
3,Stuttgart,87,Leipzig,"(9.1800132, 48.7784485)","(12.3747329, 51.3406321)"
3,Stuttgart,94,Bremen,"(9.1800132, 48.7784485)","(8.8071646, 53.0758196)"
