source,source_location,target,target_location,source_coordinates,target_coordinates
0,Cork,2,Plymouth,"(-8.4654674, 51.897077)","(-4.1424451, 50.3714122)"
0,Cork,3,Glasgow,"(-8.4654674, 51.897077)","(-4.2501687, 55.861155)"
0,Cork,7,Aberdeen,"(-8.4654674, 51.897077)","(-2.0928095, 57.1482429)"
0,Cork,19,Cork,"(-8.4654674, 51.897077)","(-8.4654674, 51.897077)"
0,Cork,41,Aberdeen,"(-8.4654674, 51.897077)","(-2.0928095, 57.1482429)"
0,Cork,46,Manchester,"(-8.4654674, 51.897077)","(-2.2451148, 53.4794892)"
0,Cork,49,Galway,"(-8.4654674, 51.897077)","(-9.0490601, 53.2744122)"
0,Cork,57,Glasgow,"(-8.4654674, 51.897077)","(-4.2501687, 55.861155)"
0,Cork,67,Cork,"(-8.4654674, 51.897077)","(-8.4654674, 51.897077)"
0,Cork,79,Edinburgh,"(-8.4654674, 51.897077)","(-3.1883749, 55.9533456)"
0,Cork,82,Dublin,"(-8.4654674, 51.897077)","(-6.2605593, 53.3493795)"
2,Plymouth,4,Edinburgh,"(-4.1424451, 50.3714122)","(-3.1883749, 55.9533456)"
3,Glasgow,4,Edinburgh,"(-4.2501687, 55.861155)","(-3.1883749, 55.9533456)"
3,Glasgow,10,Glasgow,"(-4.2501687, 55.861155)","(-4.2501687, 55.861155)"
3,Glasgow,15,Edinburgh,"(-4.2501687, 55.861155)","(-3.1883749, 55.9533456)"
3,Glasgow,16,Galway,"(-4.2501687, 55.861155)","(-9.0490601, 53.2744122)"
3,Glasgow,22,Dublin,"(-4.2501687, 55.861155)","(-6.2605593, 53.3493795)"
3,Glasgow,29,Cork,"(-4.2501687, 55.861155)","(-8.4654674, 51.897077)"
3,Glasgow,30,London,"(-4.2501687, 55.861155)","(-0.1277653, 51.5074456)"
3,Glasgow,38,Manchester,"(-4.2501687, 55.861155)","(-2.2451148, 53.4794892)"
3,Glasgow,60,Manchester,"(-4.2501687, 55.861155)","(-2.2451148, 53.4794892)"
3,Glasgow,62,Cork,"(-4.2501687, 55.861155)","(-8.4654674, 51.897077)"
3,Glasgow,65,Galway,"(-4.2501687, 55.861155)","(-9.0490601, 53.2744122)"
3,Glasgow,77,Aberdeen,"(-4.2501687, 55.861155)","(-2.0928095, 57.1482429)"
3,Glasgow,82,Dublin,"(-4.2501687, 55.861155)","(-6.2605593, 53.3493795)"
3,Glasgow,97,Dublin,"(-4.2501687, 55.861155)","(-6.2605593, 53.3493795)"
3,Glasgow,98,Manchester,"(-4.2501687, 55.861155)","(-2.2451148, 53.4794892)"
4,Edinburgh,12,Plymouth,"(-3.1883749, 55.9533456)","(-4.1424451, 50.3714122)"
7,Aberdeen,11,Dublin,"(-2.0928095, 57.1482429)","(-6.2605593, 53.3493795)"
10,Glasgow,11,Dublin,"(-4.2501687, 55.861155)","(-6.2605593, 53.3493795)"
11,Dublin,13,Glasgow,"(-6.2605593, 53.3493795)","(-4.2501687, 55.861155)"
11,Dublin,30,London,"(-6.2605593, 53.3493795)","(-0.1277653, 51.5074456)"
11,Dublin,77,Aberdeen,"(-6.2605593, 53.3493795)","(-2.0928095, 57.1482429)"
12,Plymouth,37,Cork,"(-4.1424451, 50.3714122)","(-8.4654674, 51.897077)"
12,Plymouth,87,Cork,"(-4.1424451, 50.3714122)","(-8.4654674, 51.897077)"
13,Glasgow,28,Edinburgh,"(-4.2501687, 55.861155)","(-3.1883749, 55.9533456)"
15,Edinburgh,19,Cork,"(-3.1883749, 55.9533456)","(-8.4654674, 51.897077)"
15,Edinburgh,49,Galway,"(-3.1883749, 55.9533456)","(-9.0490601, 53.2744122)"
16,Galway,22,Dublin,"(-9.0490601, 53.2744122)","(-6.2605593, 53.3493795)"
16,Galway,28,Edinburgh,"(-9.0490601, 53.2744122)","(-3.1883749, 55.9533456)"
16,Galway,48,Aberdeen,"(-9.0490601, 53.2744122)","(-2.0928095, 57.1482429)"
16,Galway,52,London,"(-9.0490601, 53.2744122)","(-0.1277653, 51.5074456)"
18,Cork,47,Cork,"(-8.4654674, 51.897077)","(-8.4654674, 51.897077)"
18,Cork,97,Dublin,"(-8.4654674, 51.897077)","(-6.2605593, 53.3493795)"
18,Cork,99,Glasgow,"(-8.4654674, 51.897077)","(-4.2501687, 55.861155)"
28,Edinburgh,38,Manchester,"(-3.1883749, 55.9533456)","(-2.2451148, 53.4794892)"
28,Edinburgh,67,Cork,"(-3.1883749, 55.9533456)","(-8.4654674, 51.897077)"
30,London,66,London,"(-0.1277653, 51.5074456)","(-0.1277653, 51.5074456)"
32,Galway,66,London,"(-9.0490601, 53.2744122)","(-0.1277653, 51.5074456)"
41,Aberdeen,50,Aberdeen,"(-2.0928095, 57.1482429)","(-2.0928095, 57.1482429)"
47,Cork,57,Glasgow,"(-8.4654674, 51.897077)","(-4.2501687, 55.861155)"
48,Aberdeen,89,London,"(-2.0928095, 57.1482429)","(-0.1277653, 51.5074456)"
79,Edinburgh,90,Glasgow,"(-3.1883749, 55.9533456)","(-4.2501687, 55.861155)"
