source,source_location,target,target_location,source_coordinates,target_coordinates
0,Munich,1,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
0,Munich,2,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
0,Munich,3,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
0,Munich,4,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,5,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,6,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
0,Munich,7,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
0,Munich,8,Cologne,"(11.5753822, 48.1371079)","(6.959974, 50.938361)"
0,Munich,9,Bremen,"(11.5753822, 48.1371079)","(8.8071646, 53.0758196)"
0,Munich,10,Berlin,"(11.5753822, 48.1371079)","(13.3888599, 52.5170365)"
0,Munich,11,Bremen,"(11.5753822, 48.1371079)","(8.8071646, 53.0758196)"
0,Munich,12,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
0,Munich,13,Berlin,"(11.5753822, 48.1371079)","(13.3888599, 52.5170365)"
0,Munich,14,Leipzig,"(11.5753822, 48.1371079)","(12.3747329, 51.3406321)"
0,Munich,15,Frankfurt,"(11.5753822, 48.1371079)","(8.6820917, 50.1106444)"
0,Munich,16,Dresden,"(11.5753822, 48.1371079)","(13.7381437, 51.0493286)"
0,Munich,17,Cologne,"(11.5753822, 48.1371079)","(6.959974, 50.938361)"
0,Munich,19,Dresden,"(11.5753822, 48.1371079)","(13.7381437, 51.0493286)"
0,Munich,20,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
0,Munich,22,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,24,Frankfurt,"(11.5753822, 48.1371079)","(8.6820917, 50.1106444)"
0,Munich,25,Berlin,"(11.5753822, 48.1371079)","(13.3888599, 52.5170365)"
0,Munich,26,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
0,Munich,27,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
0,Munich,29,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
0,Munich,31,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
0,Munich,33,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,34,Leipzig,"(11.5753822, 48.1371079)","(12.3747329, 51.3406321)"
0,Munich,37,Stuttgart,"(11.5753822, 48.1371079)","(9.1800132, 48.7784485)"
0,Munich,39,Berlin,"(11.5753822, 48.1371079)","(13.3888599, 52.5170365)"
