source,source_location,target,target_location,source_coordinates,target_coordinates
1,Glasgow,96,Cork,"(-4.2501687, 55.861155)","(-8.4654674, 51.897077)"
2,Cork,3,Dublin,"(-8.4654674, 51.897077)","(-6.2605593, 53.3493795)"
3,Dublin,6,Manchester,"(-6.2605593, 53.3493795)","(-2.2451148, 53.4794892)"
3,Dublin,7,Plymouth,"(-6.2605593, 53.3493795)","(-4.1424451, 50.3714122)"
3,Dublin,8,Manchester,"(-6.2605593, 53.3493795)","(-2.2451148, 53.4794892)"
3,Dublin,11,Dublin,"(-6.2605593, 53.3493795)","(-6.2605593, 53.3493795)"
3,Dublin,16,London,"(-6.2605593, 53.3493795)","(-0.1277653, 51.5074456)"
3,Dublin,18,Dublin,"(-6.2605593, 53.3493795)","(-6.2605593, 53.3493795)"
3,Dublin,20,Plymouth,"(-6.2605593, 53.3493795)","(-4.1424451, 50.3714122)"
3,Dublin,22,Plymouth,"(-6.2605593, 53.3493795)","(-4.1424451, 50.3714122)"
3,Dublin,28,Manchester,"(-6.2605593, 53.3493795)","(-2.2451148, 53.4794892)"
3,Dublin,40,Dublin,"(-6.2605593, 53.3493795)","(-6.2605593, 53.3493795)"
3,Dublin,48,London,"(-6.2605593, 53.3493795)","(-0.1277653, 51.5074456)"
3,Dublin,63,Edinburgh,"(-6.2605593, 53.3493795)","(-3.1883749, 55.9533456)"
3,Dublin,65,London,"(-6.2605593, 53.3493795)","(-0.1277653, 51.5074456)"
3,Dublin,69,Plymouth,"(-6.2605593, 53.3493795)","(-4.1424451, 50.3714122)"
3,Dublin,77,Aberdeen,"(-6.2605593, 53.3493795)","(-2.0928095, 57.1482429)"
3,Dublin,83,Galway,"(-6.2605593, 53.3493795)","(-9.0490601, 53.2744122)"
3,Dublin,91,Galway,"(-6.2605593, 53.3493795)","(-9.0490601, 53.2744122)"
6,Manchester,16,London,"(-2.2451148, 53.4794892)","(-0.1277653, 51.5074456)"
6,Manchester,18,Dublin,"(-2.2451148, 53.4794892)","(-6.2605593, 53.3493795)"
6,Manchester,39,Galway,"(-2.2451148, 53.4794892)","(-9.0490601, 53.2744122)"
7,Plymouth,11,Dublin,"(-4.1424451, 50.3714122)","(-6.2605593, 53.3493795)"
7,Plymouth,12,Cork,"(-4.1424451, 50.3714122)","(-8.4654674, 51.897077)"
7,Plymouth,19,London,"(-4.1424451, 50.3714122)","(-0.1277653, 51.5074456)"
7,Plymouth,35,Cork,"(-4.1424451, 50.3714122)","(-8.4654674, 51.897077)"
7,Plymouth,55,Manchester,"(-4.1424451, 50.3714122)","(-2.2451148, 53.4794892)"
8,Manchester,22,Plymouth,"(-2.2451148, 53.4794892)","(-4.1424451, 50.3714122)"
8,Manchester,48,London,"(-2.2451148, 53.4794892)","(-0.1277653, 51.5074456)"
8,Manchester,95,London,"(-2.2451148, 53.4794892)","(-0.1277653, 51.5074456)"
11,Dublin,50,Cork,"(-6.2605593, 53.3493795)","(-8.4654674, 51.897077)"
11,Dublin,78,Cork,"(-6.2605593, 53.3493795)","(-8.4654674, 51.897077)"
11,Dublin,90,Galway,"(-6.2605593, 53.3493795)","(-9.0490601, 53.2744122)"
12,Cork,23,Galway,"(-8.4654674, 51.897077)","(-9.0490601, 53.2744122)"
12,Cork,41,Cork,"(-8.4654674, 51.897077)","(-8.4654674, 51.897077)"
12,Cork,57,Dublin,"(-8.4654674, 51.897077)","(-6.2605593, 53.3493795)"
12,Cork,80,Plymouth,"(-8.4654674, 51.897077)","(-4.1424451, 50.3714122)"
16,London,49,Aberdeen,"(-0.1277653, 51.5074456)","(-2.0928095, 57.1482429)"
18,Dublin,55,Manchester,"(-6.2605593, 53.3493795)","(-2.2451148, 53.4794892)"
19,London,75,Galway,"(-0.1277653, 51.5074456)","(-9.0490601, 53.2744122)"
20,Plymouth,39,Galway,"(-4.1424451, 50.3714122)","(-9.0490601, 53.2744122)"
20,Plymouth,81,Dublin,"(-4.1424451, 50.3714122)","(-6.2605593, 53.3493795)"
22,Plymouth,28,Manchester,"(-4.1424451, 50.3714122)","(-2.2451148, 53.4794892)"
22,Plymouth,29,Cork,"(-4.1424451, 50.3714122)","(-8.4654674, 51.897077)"
24,Edinburgh,75,Galway,"(-3.1883749, 55.9533456)","(-9.0490601, 53.2744122)"
24,Edinburgh,91,Galway,"(-3.1883749, 55.9533456)","(-9.0490601, 53.2744122)"
25,London,31,Galway,"(-0.1277653, 51.5074456)","(-9.0490601, 53.2744122)"
25,London,95,London,"(-0.1277653, 51.5074456)","(-0.1277653, 51.5074456)"
31,Galway,35,Cork,"(-9.0490601, 53.2744122)","(-8.4654674, 51.897077)"
40,Dublin,67,Manchester,"(-6.2605593, 53.3493795)","(-2.2451148, 53.4794892)"
41,Cork,69,Plymouth,"(-8.4654674, 51.897077)","(-4.1424451, 50.3714122)"
49,Aberdeen,57,Dublin,"(-2.0928095, 57.1482429)","(-6.2605593, 53.3493795)"
55,Manchester,79,Manchester,"(-2.2451148, 53.4794892)","(-2.2451148, 53.4794892)"
66,Dublin,72,Dublin,"(-6.2605593, 53.3493795)","(-6.2605593, 53.3493795)"
81,Dublin,83,Galway,"(-6.2605593, 53.3493795)","(-9.0490601, 53.2744122)"
