source,source_location,target,target_location,source_coordinates,target_coordinates
4,Plymouth,9,Edinburgh,"(-4.1424451, 50.3714122)","(-3.1883749, 55.9533456)"
4,Plymouth,85,Galway,"(-4.1424451, 50.3714122)","(-9.0490601, 53.2744122)"
6,Aberdeen,12,Manchester,"(-2.0928095, 57.1482429)","(-2.2451148, 53.4794892)"
6,Aberdeen,14,Cork,"(-2.0928095, 57.1482429)","(-8.4654674, 51.897077)"
6,Aberdeen,19,Manchester,"(-2.0928095, 57.1482429)","(-2.2451148, 53.4794892)"
6,Aberdeen,49,Dublin,"(-2.0928095, 57.1482429)","(-6.2605593, 53.3493795)"
6,Aberdeen,92,Manchester,"(-2.0928095, 57.1482429)","(-2.2451148, 53.4794892)"
8,Cork,18,Plymouth,"(-8.4654674, 51.897077)","(-4.1424451, 50.3714122)"
8,Cork,76,Galway,"(-8.4654674, 51.897077)","(-9.0490601, 53.2744122)"
8,Cork,86,Cork,"(-8.4654674, 51.897077)","(-8.4654674, 51.897077)"
8,Cork,88,Cork,"(-8.4654674, 51.897077)","(-8.4654674, 51.897077)"
9,Edinburgh,18,Plymouth,"(-3.1883749, 55.9533456)","(-4.1424451, 50.3714122)"
9,Edinburgh,20,Galway,"(-3.1883749, 55.9533456)","(-9.0490601, 53.2744122)"
9,Edinburgh,46,London,"(-3.1883749, 55.9533456)","(-0.1277653, 51.5074456)"
9,Edinburgh,49,Dublin,"(-3.1883749, 55.9533456)","(-6.2605593, 53.3493795)"
13,Glasgow,16,Dublin,"(-4.2501687, 55.861155)","(-6.2605593, 53.3493795)"
13,Glasgow,17,Dublin,"(-4.2501687, 55.861155)","(-6.2605593, 53.3493795)"
13,Glasgow,53,Edinburgh,"(-4.2501687, 55.861155)","(-3.1883749, 55.9533456)"
13,Glasgow,62,Cork,"(-4.2501687, 55.861155)","(-8.4654674, 51.897077)"
13,Glasgow,75,Manchester,"(-4.2501687, 55.861155)","(-2.2451148, 53.4794892)"
13,Glasgow,88,Cork,"(-4.2501687, 55.861155)","(-8.4654674, 51.897077)"
13,Glasgow,93,Edinburgh,"(-4.2501687, 55.861155)","(-3.1883749, 55.9533456)"
14,Cork,54,Cork,"(-8.4654674, 51.897077)","(-8.4654674, 51.897077)"
14,Cork,65,London,"(-8.4654674, 51.897077)","(-0.1277653, 51.5074456)"
17,Dublin,51,Dublin,"(-6.2605593, 53.3493795)","(-6.2605593, 53.3493795)"
17,Dublin,76,Galway,"(-6.2605593, 53.3493795)","(-9.0490601, 53.2744122)"
17,Dublin,91,Cork,"(-6.2605593, 53.3493795)","(-8.4654674, 51.897077)"
19,Manchester,43,Glasgow,"(-2.2451148, 53.4794892)","(-4.2501687, 55.861155)"
23,Dublin,36,Plymouth,"(-6.2605593, 53.3493795)","(-4.1424451, 50.3714122)"
23,Dublin,44,London,"(-6.2605593, 53.3493795)","(-0.1277653, 51.5074456)"
23,Dublin,93,Edinburgh,"(-6.2605593, 53.3493795)","(-3.1883749, 55.9533456)"
27,Manchester,48,Cork,"(-2.2451148, 53.4794892)","(-8.4654674, 51.897077)"
27,Manchester,54,Cork,"(-2.2451148, 53.4794892)","(-8.4654674, 51.897077)"
33,Dublin,44,London,"(-6.2605593, 53.3493795)","(-0.1277653, 51.5074456)"
33,Dublin,62,Cork,"(-6.2605593, 53.3493795)","(-8.4654674, 51.897077)"
41,Plymouth,65,London,"(-4.1424451, 50.3714122)","(-0.1277653, 51.5074456)"
41,Plymouth,71,Galway,"(-4.1424451, 50.3714122)","(-9.0490601, 53.2744122)"
41,Plymouth,95,London,"(-4.1424451, 50.3714122)","(-0.1277653, 51.5074456)"
47,London,61,Galway,"(-0.1277653, 51.5074456)","(-9.0490601, 53.2744122)"
51,Dublin,91,Cork,"(-6.2605593, 53.3493795)","(-8.4654674, 51.897077)"
62,Cork,81,Dublin,"(-8.4654674, 51.897077)","(-6.2605593, 53.3493795)"
62,Cork,98,Aberdeen,"(-8.4654674, 51.897077)","(-2.0928095, 57.1482429)"
81,Dublin,96,Dublin,"(-6.2605593, 53.3493795)","(-6.2605593, 53.3493795)"
