source,source_location,target,target_location,source_coordinates,target_coordinates
Madrid_0,Madrid,Paris_7,Paris,"(-3.7035825, 40.4167047)","(2.3483915, 48.8534951)"
Madrid_0,Madrid,Lyon_7,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_1,Madrid,Marseille_5,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_1,Madrid,Marseille_8,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_2,Madrid,Marseille_7,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_2,Madrid,Paris_2,Paris,"(-3.7035825, 40.4167047)","(2.3483915, 48.8534951)"
Madrid_5,Madrid,Marseille_6,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_7,Madrid,Marseille_7,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_7,Madrid,Marseille_9,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_9,Madrid,Marseille_2,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_11,Madrid,Marseille_7,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Barcelona_0,Barcelona,Lyon_8,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_7,Barcelona,Marseille_1,Marseille,"(2.1774322, 41.3828939)","(5.3699525, 43.2961743)"
Barcelona_7,Barcelona,Paris_8,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Barcelona_8,Barcelona,Lyon_1,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_9,Barcelona,Marseille_3,Marseille,"(2.1774322, 41.3828939)","(5.3699525, 43.2961743)"
Barcelona_10,Barcelona,Paris_3,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Barcelona_11,Barcelona,Marseille_2,Marseille,"(2.1774322, 41.3828939)","(5.3699525, 43.2961743)"
Barcelona_11,Barcelona,Lyon_8,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Bilbao_0,Bilbao,Lyon_0,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_0,Bilbao,Marseille_5,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_1,Bilbao,Lyon_10,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_1,Bilbao,Marseille_10,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_3,Bilbao,Lyon_11,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_4,Bilbao,Lyon_2,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_5,Bilbao,Marseille_3,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_9,Bilbao,Marseille_0,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Berlin_0,Berlin,Danzig_7,Danzig,"(13.3888599, 52.5170365)","(18.6540233, 54.3482907)"
Berlin_0,Berlin,Krakow_9,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_2,Berlin,Wroclaw_3,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_3,Berlin,Krakow_6,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_6,Berlin,Danzig_8,Danzig,"(13.3888599, 52.5170365)","(18.6540233, 54.3482907)"
Berlin_7,Berlin,Danzig_9,Danzig,"(13.3888599, 52.5170365)","(18.6540233, 54.3482907)"
Berlin_8,Berlin,Krakow_10,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_8,Berlin,Krakow_4,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_10,Berlin,Wroclaw_10,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_11,Berlin,Wroclaw_0,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_11,Berlin,Danzig_2,Danzig,"(13.3888599, 52.5170365)","(18.6540233, 54.3482907)"
Hamburg_0,Hamburg,Danzig_4,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_0,Hamburg,Danzig_2,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_1,Hamburg,Krakow_4,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_3,Hamburg,Krakow_1,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_3,Hamburg,Krakow_2,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_3,Hamburg,Danzig_11,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
