source,source_location,target,target_location,source_coordinates,target_coordinates
Madrid_1,Madrid,Marseille_0,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_1,Madrid,Lyon_8,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_5,Madrid,Marseille_1,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_7,Madrid,Paris_11,Paris,"(-3.7035825, 40.4167047)","(2.3483915, 48.8534951)"
Madrid_8,Madrid,Paris_6,Paris,"(-3.7035825, 40.4167047)","(2.3483915, 48.8534951)"
Madrid_10,Madrid,Paris_2,Paris,"(-3.7035825, 40.4167047)","(2.3483915, 48.8534951)"
Madrid_11,Madrid,Marseille_6,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_11,Madrid,Paris_10,Paris,"(-3.7035825, 40.4167047)","(2.3483915, 48.8534951)"
Barcelona_0,Barcelona,Paris_6,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Barcelona_1,Barcelona,Paris_3,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Barcelona_3,Barcelona,Marseille_6,Marseille,"(2.1774322, 41.3828939)","(5.3699525, 43.2961743)"
Barcelona_8,Barcelona,Marseille_10,Marseille,"(2.1774322, 41.3828939)","(5.3699525, 43.2961743)"
Barcelona_11,Barcelona,Paris_7,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Bilbao_0,Bilbao,Marseille_2,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_2,Bilbao,Lyon_9,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_2,Bilbao,Marseille_7,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_3,Bilbao,Marseille_9,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_4,Bilbao,Paris_3,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Bilbao_7,Bilbao,Marseille_0,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_7,Bilbao,Paris_2,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Bilbao_8,Bilbao,Paris_9,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Bilbao_8,Bilbao,Paris_2,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Bilbao_10,Bilbao,Lyon_10,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_10,Bilbao,Lyon_3,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Berlin_5,Berlin,Krakow_6,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_5,Berlin,Wroclaw_9,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_5,Berlin,Krakow_8,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_5,Berlin,Danzig_7,Danzig,"(13.3888599, 52.5170365)","(18.6540233, 54.3482907)"
Berlin_6,Berlin,Wroclaw_1,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_7,Berlin,Wroclaw_6,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_8,Berlin,Wroclaw_3,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_9,Berlin,Krakow_0,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_11,Berlin,Danzig_4,Danzig,"(13.3888599, 52.5170365)","(18.6540233, 54.3482907)"
Hamburg_0,Hamburg,Danzig_3,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_1,Hamburg,Krakow_1,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_1,Hamburg,Danzig_10,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_1,Hamburg,Krakow_7,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_1,Hamburg,Wroclaw_0,Wroclaw,"(10.000654, 53.550341)","(17.0326689, 51.1089776)"
Hamburg_1,Hamburg,Krakow_0,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_3,Hamburg,Danzig_9,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_4,Hamburg,Danzig_0,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_5,Hamburg,Danzig_1,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_6,Hamburg,Krakow_2,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_6,Hamburg,Krakow_1,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_7,Hamburg,Danzig_8,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_7,Hamburg,Danzig_10,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_8,Hamburg,Krakow_7,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_10,Hamburg,Danzig_6,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_10,Hamburg,Danzig_2,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Leipzig_0,Leipzig,Danzig_7,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
Leipzig_1,Leipzig,Wroclaw_1,Wroclaw,"(12.3747329, 51.3406321)","(17.0326689, 51.1089776)"
Leipzig_3,Leipzig,Wroclaw_3,Wroclaw,"(12.3747329, 51.3406321)","(17.0326689, 51.1089776)"
Leipzig_3,Leipzig,Wroclaw_6,Wroclaw,"(12.3747329, 51.3406321)","(17.0326689, 51.1089776)"
Leipzig_3,Leipzig,Danzig_1,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
Leipzig_4,Leipzig,Wroclaw_10,Wroclaw,"(12.3747329, 51.3406321)","(17.0326689, 51.1089776)"
Leipzig_5,Leipzig,Krakow_3,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
Leipzig_6,Leipzig,Danzig_2,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
Leipzig_7,Leipzig,Danzig_8,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
Leipzig_8,Leipzig,Danzig_10,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
Leipzig_8,Leipzig,Danzig_4,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
Leipzig_9,Leipzig,Danzig_11,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
Leipzig_9,Leipzig,Krakow_0,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
Leipzig_10,Leipzig,Krakow_11,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
Leipzig_11,Leipzig,Wroclaw_3,Wroclaw,"(12.3747329, 51.3406321)","(17.0326689, 51.1089776)"
