source,source_location,target,target_location,source_coordinates,target_coordinates
0,Stuttgart,1,Hanover,"(9.1800132, 48.7784485)","(9.7385532, 52.3744779)"
0,Stuttgart,2,Cologne,"(9.1800132, 48.7784485)","(6.959974, 50.938361)"
0,Stuttgart,3,Hanover,"(9.1800132, 48.7784485)","(9.7385532, 52.3744779)"
0,Stuttgart,4,Berlin,"(9.1800132, 48.7784485)","(13.3888599, 52.5170365)"
0,Stuttgart,5,Leipzig,"(9.1800132, 48.7784485)","(12.3747329, 51.3406321)"
0,Stuttgart,6,Bremen,"(9.1800132, 48.7784485)","(8.8071646, 53.0758196)"
0,Stuttgart,7,Stuttgart,"(9.1800132, 48.7784485)","(9.1800132, 48.7784485)"
0,Stuttgart,8,Leipzig,"(9.1800132, 48.7784485)","(12.3747329, 51.3406321)"
0,Stuttgart,14,Stuttgart,"(9.1800132, 48.7784485)","(9.1800132, 48.7784485)"
0,Stuttgart,15,Cologne,"(9.1800132, 48.7784485)","(6.959974, 50.938361)"
0,Stuttgart,17,Stuttgart,"(9.1800132, 48.7784485)","(9.1800132, 48.7784485)"
0,Stuttgart,22,Cologne,"(9.1800132, 48.7784485)","(6.959974, 50.938361)"
0,Stuttgart,29,Hamburg,"(9.1800132, 48.7784485)","(10.000654, 53.550341)"
0,Stuttgart,30,Cologne,"(9.1800132, 48.7784485)","(6.959974, 50.938361)"
0,Stuttgart,37,Hanover,"(9.1800132, 48.7784485)","(9.7385532, 52.3744779)"
0,Stuttgart,52,Cologne,"(9.1800132, 48.7784485)","(6.959974, 50.938361)"
0,Stuttgart,74,Hanover,"(9.1800132, 48.7784485)","(9.7385532, 52.3744779)"
0,Stuttgart,87,Frankfurt,"(9.1800132, 48.7784485)","(8.6820917, 50.1106444)"
0,Stuttgart,89,Cologne,"(9.1800132, 48.7784485)","(6.959974, 50.938361)"
0,Stuttgart,92,Dresden,"(9.1800132, 48.7784485)","(13.7381437, 51.0493286)"
0,Stuttgart,94,Cologne,"(9.1800132, 48.7784485)","(6.959974, 50.938361)"
0,Stuttgart,95,Cologne,"(9.1800132, 48.7784485)","(6.959974, 50.938361)"
0,Stuttgart,98,Bremen,"(9.1800132, 48.7784485)","(8.8071646, 53.0758196)"
1,Hanover,5,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
1,Hanover,7,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
1,Hanover,10,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
1,Hanover,13,Cologne,"(9.7385532, 52.3744779)","(6.959974, 50.938361)"
1,Hanover,24,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
1,Hanover,26,Cologne,"(9.7385532, 52.3744779)","(6.959974, 50.938361)"
1,Hanover,29,Hamburg,"(9.7385532, 52.3744779)","(10.000654, 53.550341)"
1,Hanover,33,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
1,Hanover,44,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
1,Hanover,52,Cologne,"(9.7385532, 52.3744779)","(6.959974, 50.938361)"
1,Hanover,55,Cologne,"(9.7385532, 52.3744779)","(6.959974, 50.938361)"
1,Hanover,69,Bremen,"(9.7385532, 52.3744779)","(8.8071646, 53.0758196)"
2,Cologne,9,Stuttgart,"(6.959974, 50.938361)","(9.1800132, 48.7784485)"
2,Cologne,95,Cologne,"(6.959974, 50.938361)","(6.959974, 50.938361)"
3,Hanover,5,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
3,Hanover,6,Bremen,"(9.7385532, 52.3744779)","(8.8071646, 53.0758196)"
3,Hanover,11,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
3,Hanover,12,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
3,Hanover,13,Cologne,"(9.7385532, 52.3744779)","(6.959974, 50.938361)"
3,Hanover,27,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
3,Hanover,28,Cologne,"(9.7385532, 52.3744779)","(6.959974, 50.938361)"
3,Hanover,30,Cologne,"(9.7385532, 52.3744779)","(6.959974, 50.938361)"
3,Hanover,31,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
3,Hanover,33,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
3,Hanover,37,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
3,Hanover,38,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
3,Hanover,41,Dresden,"(9.7385532, 52.3744779)","(13.7381437, 51.0493286)"
3,Hanover,42,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
3,Hanover,43,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
3,Hanover,44,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
3,Hanover,59,Frankfurt,"(9.7385532, 52.3744779)","(8.6820917, 50.1106444)"
3,Hanover,61,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
3,Hanover,62,Dresden,"(9.7385532, 52.3744779)","(13.7381437, 51.0493286)"
3,Hanover,66,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
3,Hanover,71,Cologne,"(9.7385532, 52.3744779)","(6.959974, 50.938361)"
3,Hanover,72,Frankfurt,"(9.7385532, 52.3744779)","(8.6820917, 50.1106444)"
3,Hanover,77,Frankfurt,"(9.7385532, 52.3744779)","(8.6820917, 50.1106444)"
3,Hanover,80,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
3,Hanover,83,Bremen,"(9.7385532, 52.3744779)","(8.8071646, 53.0758196)"
3,Hanover,84,Dresden,"(9.7385532, 52.3744779)","(13.7381437, 51.0493286)"
3,Hanover,86,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
4,Berlin,5,Leipzig,"(13.3888599, 52.5170365)","(12.3747329, 51.3406321)"
4,Berlin,6,Bremen,"(13.3888599, 52.5170365)","(8.8071646, 53.0758196)"
4,Berlin,7,Stuttgart,"(13.3888599, 52.5170365)","(9.1800132, 48.7784485)"
4,Berlin,8,Leipzig,"(13.3888599, 52.5170365)","(12.3747329, 51.3406321)"
4,Berlin,13,Cologne,"(13.3888599, 52.5170365)","(6.959974, 50.938361)"
4,Berlin,15,Cologne,"(13.3888599, 52.5170365)","(6.959974, 50.938361)"
4,Berlin,18,Leipzig,"(13.3888599, 52.5170365)","(12.3747329, 51.3406321)"
4,Berlin,23,Stuttgart,"(13.3888599, 52.5170365)","(9.1800132, 48.7784485)"
4,Berlin,28,Cologne,"(13.3888599, 52.5170365)","(6.959974, 50.938361)"
4,Berlin,45,Stuttgart,"(13.3888599, 52.5170365)","(9.1800132, 48.7784485)"
4,Berlin,51,Stuttgart,"(13.3888599, 52.5170365)","(9.1800132, 48.7784485)"
4,Berlin,61,Leipzig,"(13.3888599, 52.5170365)","(12.3747329, 51.3406321)"
4,Berlin,65,Leipzig,"(13.3888599, 52.5170365)","(12.3747329, 51.3406321)"
5,Leipzig,6,Bremen,"(12.3747329, 51.3406321)","(8.8071646, 53.0758196)"
5,Leipzig,7,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
5,Leipzig,8,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
5,Leipzig,9,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
5,Leipzig,10,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
5,Leipzig,11,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
5,Leipzig,12,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
5,Leipzig,13,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
5,Leipzig,14,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
5,Leipzig,16,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
5,Leipzig,19,Frankfurt,"(12.3747329, 51.3406321)","(8.6820917, 50.1106444)"
5,Leipzig,20,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
5,Leipzig,21,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
5,Leipzig,22,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
5,Leipzig,23,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
5,Leipzig,24,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
5,Leipzig,25,Frankfurt,"(12.3747329, 51.3406321)","(8.6820917, 50.1106444)"
5,Leipzig,26,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
5,Leipzig,30,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
5,Leipzig,31,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
5,Leipzig,37,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
5,Leipzig,38,Berlin,"(12.3747329, 51.3406321)","(13.3888599, 52.5170365)"
5,Leipzig,40,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
5,Leipzig,43,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
5,Leipzig,45,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
5,Leipzig,46,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
5,Leipzig,47,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
5,Leipzig,49,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
5,Leipzig,50,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
5,Leipzig,53,Frankfurt,"(12.3747329, 51.3406321)","(8.6820917, 50.1106444)"
5,Leipzig,55,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
5,Leipzig,58,Hamburg,"(12.3747329, 51.3406321)","(10.000654, 53.550341)"
5,Leipzig,59,Frankfurt,"(12.3747329, 51.3406321)","(8.6820917, 50.1106444)"
5,Leipzig,61,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
5,Leipzig,66,Berlin,"(12.3747329, 51.3406321)","(13.3888599, 52.5170365)"
5,Leipzig,67,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
5,Leipzig,68,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
5,Leipzig,84,Dresden,"(12.3747329, 51.3406321)","(13.7381437, 51.0493286)"
5,Leipzig,89,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
5,Leipzig,90,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
5,Leipzig,97,Berlin,"(12.3747329, 51.3406321)","(13.3888599, 52.5170365)"
6,Bremen,9,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
6,Bremen,10,Leipzig,"(8.8071646, 53.0758196)","(12.3747329, 51.3406321)"
6,Bremen,11,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
6,Bremen,19,Frankfurt,"(8.8071646, 53.0758196)","(8.6820917, 50.1106444)"
6,Bremen,20,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
6,Bremen,26,Cologne,"(8.8071646, 53.0758196)","(6.959974, 50.938361)"
6,Bremen,34,Leipzig,"(8.8071646, 53.0758196)","(12.3747329, 51.3406321)"
6,Bremen,35,Leipzig,"(8.8071646, 53.0758196)","(12.3747329, 51.3406321)"
6,Bremen,40,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
6,Bremen,41,Dresden,"(8.8071646, 53.0758196)","(13.7381437, 51.0493286)"
6,Bremen,48,Leipzig,"(8.8071646, 53.0758196)","(12.3747329, 51.3406321)"
6,Bremen,62,Dresden,"(8.8071646, 53.0758196)","(13.7381437, 51.0493286)"
6,Bremen,63,Bremen,"(8.8071646, 53.0758196)","(8.8071646, 53.0758196)"
6,Bremen,64,Leipzig,"(8.8071646, 53.0758196)","(12.3747329, 51.3406321)"
6,Bremen,81,Dresden,"(8.8071646, 53.0758196)","(13.7381437, 51.0493286)"
6,Bremen,91,Berlin,"(8.8071646, 53.0758196)","(13.3888599, 52.5170365)"
6,Bremen,98,Bremen,"(8.8071646, 53.0758196)","(8.8071646, 53.0758196)"
7,Stuttgart,8,Leipzig,"(9.1800132, 48.7784485)","(12.3747329, 51.3406321)"
7,Stuttgart,9,Stuttgart,"(9.1800132, 48.7784485)","(9.1800132, 48.7784485)"
7,Stuttgart,10,Leipzig,"(9.1800132, 48.7784485)","(12.3747329, 51.3406321)"
7,Stuttgart,12,Stuttgart,"(9.1800132, 48.7784485)","(9.1800132, 48.7784485)"
7,Stuttgart,14,Stuttgart,"(9.1800132, 48.7784485)","(9.1800132, 48.7784485)"
7,Stuttgart,16,Cologne,"(9.1800132, 48.7784485)","(6.959974, 50.938361)"
7,Stuttgart,17,Stuttgart,"(9.1800132, 48.7784485)","(9.1800132, 48.7784485)"
7,Stuttgart,18,Leipzig,"(9.1800132, 48.7784485)","(12.3747329, 51.3406321)"
7,Stuttgart,20,Stuttgart,"(9.1800132, 48.7784485)","(9.1800132, 48.7784485)"
7,Stuttgart,21,Hanover,"(9.1800132, 48.7784485)","(9.7385532, 52.3744779)"
7,Stuttgart,23,Stuttgart,"(9.1800132, 48.7784485)","(9.1800132, 48.7784485)"
7,Stuttgart,27,Berlin,"(9.1800132, 48.7784485)","(13.3888599, 52.5170365)"
7,Stuttgart,29,Hamburg,"(9.1800132, 48.7784485)","(10.000654, 53.550341)"
7,Stuttgart,36,Cologne,"(9.1800132, 48.7784485)","(6.959974, 50.938361)"
7,Stuttgart,43,Stuttgart,"(9.1800132, 48.7784485)","(9.1800132, 48.7784485)"
7,Stuttgart,49,Cologne,"(9.1800132, 48.7784485)","(6.959974, 50.938361)"
7,Stuttgart,56,Bremen,"(9.1800132, 48.7784485)","(8.8071646, 53.0758196)"
