source,source_location,target,target_location,source_coordinates,target_coordinates
Madrid_1,Madrid,Marseille_9,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_3,Madrid,Lyon_0,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_4,Madrid,Marseille_0,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_7,Madrid,Marseille_7,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_8,Madrid,Marseille_6,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_8,Madrid,Marseille_3,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_10,Madrid,Lyon_0,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_11,Madrid,Paris_8,Paris,"(-3.7035825, 40.4167047)","(2.3483915, 48.8534951)"
Barcelona_3,Barcelona,Lyon_9,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_4,Barcelona,Lyon_11,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_6,Barcelona,Paris_4,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Barcelona_7,Barcelona,Lyon_9,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_8,Barcelona,Lyon_8,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_10,Barcelona,Marseille_11,Marseille,"(2.1774322, 41.3828939)","(5.3699525, 43.2961743)"
Bilbao_1,Bilbao,Marseille_8,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_1,Bilbao,Marseille_0,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_4,Bilbao,Marseille_2,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_5,Bilbao,Paris_9,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Bilbao_6,Bilbao,Lyon_1,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_7,Bilbao,Lyon_7,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_7,Bilbao,Lyon_1,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_7,Bilbao,Paris_2,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Bilbao_8,Bilbao,Paris_8,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Bilbao_8,Bilbao,Lyon_11,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_9,Bilbao,Paris_1,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Berlin_1,Berlin,Wroclaw_8,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_5,Berlin,Krakow_1,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_6,Berlin,Wroclaw_11,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_11,Berlin,Danzig_7,Danzig,"(13.3888599, 52.5170365)","(18.6540233, 54.3482907)"
Hamburg_3,Hamburg,Danzig_11,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_7,Hamburg,Danzig_10,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_8,Hamburg,Krakow_9,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_9,Hamburg,Krakow_0,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_11,Hamburg,Wroclaw_4,Wroclaw,"(10.000654, 53.550341)","(17.0326689, 51.1089776)"
Hamburg_11,Hamburg,Danzig_1,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Leipzig_0,Leipzig,Wroclaw_10,Wroclaw,"(12.3747329, 51.3406321)","(17.0326689, 51.1089776)"
Leipzig_3,Leipzig,Krakow_4,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
Leipzig_3,Leipzig,Wroclaw_8,Wroclaw,"(12.3747329, 51.3406321)","(17.0326689, 51.1089776)"
Leipzig_5,Leipzig,Krakow_0,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
Leipzig_11,Leipzig,Krakow_7,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
