source,source_location,target,target_location,source_coordinates,target_coordinates
Madrid_4,Madrid,Marseille_4,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_4,Madrid,Paris_1,Paris,"(-3.7035825, 40.4167047)","(2.3483915, 48.8534951)"
Madrid_6,Madrid,Lyon_3,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_7,Madrid,Paris_11,Paris,"(-3.7035825, 40.4167047)","(2.3483915, 48.8534951)"
Madrid_8,Madrid,Lyon_7,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_8,Madrid,Marseille_4,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_9,Madrid,Lyon_5,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_10,Madrid,Lyon_9,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_10,Madrid,Marseille_10,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Madrid_11,Madrid,Lyon_5,Lyon,"(-3.7035825, 40.4167047)","(4.8320114, 45.7578137)"
Madrid_11,Madrid,Marseille_9,Marseille,"(-3.7035825, 40.4167047)","(5.3699525, 43.2961743)"
Barcelona_1,Barcelona,Lyon_0,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_3,Barcelona,Lyon_10,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_3,Barcelona,Lyon_4,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_4,Barcelona,Paris_2,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Barcelona_5,Barcelona,Paris_5,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Barcelona_8,Barcelona,Marseille_11,Marseille,"(2.1774322, 41.3828939)","(5.3699525, 43.2961743)"
Bilbao_0,Bilbao,Paris_9,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Bilbao_1,Bilbao,Marseille_2,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_2,Bilbao,Lyon_1,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_4,Bilbao,Paris_2,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
